            7	    51.5.6	   27<PopsDel>CRANE WAITING TIME	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
          498	    6B154IM	   20<PopsDel>ANIMAL FATS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          514	    6B168IM	   23<PopsDel>CRUDE MINERALS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          539	    6B201EX	   24<PopsDel>PHARMS,CLEANERS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          553	    6B209IM	   23<PopsDel>ALUM COMPOUNDS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          560	    6B213EX	   23<PopsDel>GLASS,CROCKERY	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          578	    6B222IM	   13CEMENT,BAGGED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          603	    6B235EX	   24<PopsDel>STEEL,HOLLOW.NZ	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          617	    6B242IM	    4ZINC	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          624	    6B246EX	   24<PopsDel>ALUMINIUM PRODS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          647	    6B261IM	   11BOATS,SHIPS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          670	    6B273EX	   24<PopsDel>CARD,PAPER PROD	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          684	    6B280EX	   18<PopsDel>P/EFFECTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          693	    6B285EX	   13General Cargo	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	17-nov-1999 11:47:06     	                         	    4load	    6he2441	    0	    1A

          711	    6B295EX	   21<PopsDel>LAUNDRY APPL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          734	    6B366EX	   20Tranship EX New Cars	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          748	    6B399EX	   29<PopsDel>LCL SURCHARGE EXPORT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          757	    6B516IM	   22Fish Products - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          781	    6B550IM	   14Grain - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          788	    6B999SL	   15B/Bulk Obsolete	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          806	    5E5300	   19ELECTRICITY S/STN Q	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          831	    5E6610	   18WEIGHBRIDGE LABOUR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          845	    3EDP	   28<CorpDel>EDP SYSTEMS SUPPORT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          852	    5F7130	    5SWEEP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          870	    5F8114	   26<PopsDel>NZDB MT Lift 1-10	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          895	    5F8332	   37Heavy Hoist 11.1-23 Tonne with Driver	    0	    1Y	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          904	    5F8440	   25<PopsDel>TRAILER 20 tonne	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          913	    5F8713	   28<PopsDel>SUPERVISOR pd 3 M-F	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          931	    5F8744	   29<PopsDel>T/CLERK pd 1&2 w/end	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          954	    6HORENT	   29<CorpDel>RENT P.A.L. BUILDING	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          968	    6P/SERV	   26<CorpDel>PROF ENG SERVICES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          977	    5R0001	   26<PopsDel>BERTHAGE >20 PASS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          995	    5R0019	   28<PopsDel>SHIP WHF SOUTH SIDE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1018	    3S70	    7Cartage	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	09-nov-2000 16:23:48     	                         	    4load	    6he2441	    0	    1A

         1027	    4S72P	   16<SpkDel>PACK CAR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1050	    5S74.4	    5NAILS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:38:50     	                         	    4load	    6he2441	    0	    1A

         1064	    5S8.13	   13FLUFFING PULP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:41:08     	                         	    4load	    6he2441	    0	    1A

         1073	    4S8.3	   20Miscellaneous Charge	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	09-nov-2000 16:49:56     	                         	    4load	    6he2441	    0	    1A

         1091	    5WIRES	   23<CorpDel>CIRCUIT WIRING	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1114	    6B382IM	   19Rail Vehicles - New	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

         1128	    6B266EX	    9CARS -NEW	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-1999              	29-dec-1999 08:18:09     	                         	                         	    6he2441	    0	    0	    1A
