    4CORP	           -1	    8Standard	    0	    0	    0	    0	    0	    0	    0	    0	                         	    0	    0	    0	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
    5POSER	        14717	   19HORIZON FUTURES LTD	   19HORIZON FUTURES LTD	    0	    8315-6454	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14718	    7HORIZON	    0	    0	    0	    0	    1E	    0	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14720	   23NEWPORT SHIPPING NZ LTD	   23NEWPORT SHIPPING NZ LTD	   12KERRY DUNCAN	    8376-0125	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14721	   18CONTAINERWORKZ LTD	   18CONTAINERWORKZ LTD	   14BARRY STRINGER	    8573-1148	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     5	10-nov-1999              	03-may-2000 04:16:24     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14722	   17JONES DN & GS LTD	   17DN & GS JONES LTD	   18DON & GLORIA JONES	    78477505	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14723	   12SMYTHE H & D	   12H & D SMYTHE	    0	    8867-5293	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     4	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14724	   23SHIPBUILDING (FIJI) LTD	   23SHIPBUILDING (FIJI) LTD	   10WAYNE SHAW	    7397-075	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14725	   13SEALORD GROUP	   13SEALORD GROUP	   16MALCOLM ANDERSON	    8548-3069	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14726	   13IVORY FREIGHT	   13IVORY FREIGHT	   18EDWIN FLAHERTY JNR	    8579-8222	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     4	10-nov-1999              	12-apr-2000 04:16:23     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14727	   17PAC TRANSPORT LTD	   17PAC TRANSPORT LTD	    0	    8308-9265	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	11-nov-1999 04:21:24     	16-nov-1999 04:22:05     	                         	    6cusimp	    6cusimp	    0	    1A

    5POSER	        14728	   18SMITH & DAVIES LTD	   18SMITH & DAVIES LTD	   17GLYN TYLER DAVIES	    74192420	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	16-nov-1999 04:22:05     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14729	   20VOYAGER SUBMARINE NZ	   20VOYAGER SUBMARINE NZ	   13ALLAN STEPHEN	    8575-6551	    8575-1913	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	19-nov-1999 04:22:04     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14730	   17*QUADRANT PACIFIC	   17*QUADRANT PACIFIC	   14SALLY WILLIAMS	    8980-9400	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     3	19-nov-1999 04:22:04     	16-dec-2000 05:15:19     	                         	    6cusimp	    6cusimp	    0	    1A

    5POSER	        14731	   21GLOBAL FORWARDING LTD	   21GLOBAL FORWARDING LTD	   15TRACEY BRIERLEY	    8262-0474	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     2	19-nov-1999 04:22:04     	16-dec-2000 05:15:19     	                         	    6cusimp	    6cusimp	    0	    1A

    5POSER	        14732	   24SEAMOUNT ENTERPRISES LTD	   24SEAMOUNT ENTERPRISES LTD	   12BRETT MORRIS	    8525-8943	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	01-dec-1999 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14733	   20KING CARRYING CO LTD	   20KING CARRYING CO LTD	   14CATHERINE KING	    73574584	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	01-dec-1999 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14734	   26TWENTY FORTY TRANSPORT LTD	   26TWENTY FORTY TRANSPORT LTD	   14WAYNE COCKROFT	    8537-4467	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	01-dec-1999 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14735	   30PALMERSTON TRANSPORT SERVICE L	   32PALMERSTON TRANSPORT SERVICE LTD	   13BRENT NORRISH	    0	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	01-dec-1999 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14736	   14R & L MAIN LTD	   14R & L MAIN LTD	    9IAN CLARK	    78687435	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	01-dec-1999 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14737	   24PROGRESSIVE CARRIERS LTD	   24PROGRESSIVE CARRIERS LTD	   13MAURICE BOYLE	   11025-517-993	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	01-dec-1999 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14738	   23DUNCALF CUSTOMS BROKERS	   23DUNCALF CUSTOMS BROKERS	    0	    8256-9353	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	01-dec-1999 04:16:31     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14739	   11TASMAN STAR	   11TASMAN STAR	   15PAUL GREATBATCH	    8623-2515	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     4	07-jan-2000 04:16:31     	08-mar-2001 05:15:18     	                         	    6cusimp	    6cusimp	    0	    1A

    5POSER	        14740	    7TRAIL B	    7TRAIL B	   12KIM BUCKLAND	    8527-0336	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	07-jan-2000 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14741	    7VOYAGER	    7VOYAGER	    0	    0	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	07-jan-2000 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14742	    8ASCOT II	    8ASCOT II	    0	    8298-5855	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	07-jan-2000 04:16:31     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14743	    7CELLINA	    7CELLINA	    0	    7735-010	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	12-jan-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14744	   12GEMINI 14746	   12GEMINI 14746	    0	    8249-7843	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	12-jan-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14745	    3JAN	    3JAN	    0	    9035742933	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     2	12-jan-2000 04:16:34     	17-mar-2001 05:15:18     	                         	    6cusimp	    6cusimp	    0	    1A

    5POSER	        14746	    8SAPPHIRE	    8SAPPHIRE	    0	    8436-5722	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	12-jan-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14747	   12GAYLENE 4041	   12GAYLENE 4041	    0	    0	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	14-jan-2000 04:16:32     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14748	   21FREIGHT LOGISTICS LTD	   21FREIGHT LOGISTICS LTD	   11IAN BUBLITZ	    8272-3252	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	14-jan-2000 04:16:32     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14749	   27ADSTEAM BUNKER SERVICES LTD	   27ADSTEAM BUNKER SERVICES LTD	   12PETER DUNLOP	    8358-1118	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	28-jan-2000 04:16:29     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14750	   18OCEANLINK AGENCIES	   18OCEANLINK AGENCIES	   15BARRYMORE EVANS	    8356-1625	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     3	28-jan-2000 04:16:29     	09-feb-2000 04:16:28     	                         	    6cusimp	    6cusimp	    0	    1A

    5POSER	        14751	   11SEMCO GROUP	   11SEMCO GROUP	   10H SEMENOFF	    8622-2625	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	28-jan-2000 04:16:29     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14752	   26CLASSIC YACHT CHARTERS LTD	   26CLASSIC YACHT CHARTERS LTD	   16ALASDAIR CASSELS	    8326-6983	   1103-326-6989	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     2	28-jan-2000 04:16:29     	05-apr-2000 04:16:24     	                         	    6cusimp	    6cusimp	    0	    1A

    5POSER	        14753	   21ROBERT MONK TRANSPORT	   21ROBERT MONK TRANSPORT	    0	    8315-6454	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	28-jan-2000 04:16:29     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14754	   14EXTREME LIMITS	   14EXTREME LIMITS	   14GARRY SCHRODER	    8548-0115	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	02-feb-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14755	    9VIKING II	    9VIKING II	    0	    0	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	02-feb-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14756	   25PANAHOME INNOSHO (NZ) LTD	   25PANAHOME INNOSHO (NZ) LTD	    0	    8345-4700	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	05-feb-2000 04:16:33     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14757	   17*PHI GROUP NZ LTD	   17*PHI GROUP NZ LTD	    0	    8522-0831	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     2	05-feb-2000 04:16:33     	14-dec-2000 05:19:33     	                         	    6cusimp	    6cusimp	    0	    1I

    5POSER	        14758	    8POSEIDON	    8POSEIDON	    0	    7968-792	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	10-feb-2000 04:16:32     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14759	   21IAN CROFT PRODUCE LTD	   21IAN CROFT PRODUCE LTD	    0	    8238-5984	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	10-mar-2000 04:16:26     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14760	   19GREENZ GROWLINK LTD	   19GREENZ GROWLINK LTD	    0	    8239-0680	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1N	    0	    0	     1	10-mar-2000 04:16:26     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14761	    5TOWAI	    5TOWAI	    0	    8528-7416	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	17-mar-2000 04:16:29     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14762	   15J D HICKMAN LTD	   15J D HICKMAN LTD	    3PAT	    8754-4466	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	17-mar-2000 04:16:29     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14763	   17PINEHILL KILN LTD	   17PINEHILL KILN LTD	    0	    8299-8040	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	25-mar-2000 04:16:29     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14764	   10GROWEX LTD	   10GROWEX LTD	    0	    8520-7583	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	08-apr-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14765	   16CHEMIPLAS NZ LTD	   16CHEMIPLAS NZ LTD	    0	    8300-5900	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	08-apr-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14766	   11SLM LIMITED	   11SLM LIMITED	    0	    8544-0060	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	08-apr-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14767	   13INTEGROW MKTG	   13INTEGROW MKTG	    0	    8255-0171	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	08-apr-2000 04:16:34     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14768	   15SDV NEW ZEALAND	   15SDV NEW ZEALAND	   11AMY BRUNTON	    8275-3223	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    0	    1S	    0	    0	     1	18-may-2000 04:16:25     	                         	                         	    6cusimp	    0	    0	    1A

    5POSER	        14769	   30HALFORD YOUNGS INTERNATIONAL L	   32HALFORD YOUNGS INTERNATIONAL LTD	    0	    0	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	25-may-2000 04:16:24     	                         	                         	    6cusimp	    0	    0	    1I

    5POSER	        14770	   10GROPAK LTD	   10GROPAK LTD	    0	    8329-6716	    0	    1E	    0	    1N	    1P	                         	    0	    0	    1S	    0	    0	     1	25-may-2000 04:16:24     	                         	                         	    6cusimp	    0	    0	    1I
